"providerName"	"providerId"	"dataSource"	"geneSymbol"	"geneId"	"geneIdType"	"proteinId"	"proteinIdType"	"organism"	"sequenceCount"	"bindingSequence"	"bindingDomain"	"tfFamily"	"experimentType"	"pubmedID"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PRDM1_f1"	"PRDM1_f1"	"PRDM1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PRDM1"	"9606"	"ENTREZ"	"O75626"	"uniprot"	"Hsapiens"	1025.92506391909	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PRGR_do"	"PRGR_do"	"PRGR_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PRGR"	"9606"	"ENTREZ"	"P06401"	"uniprot"	"Hsapiens"	25.046875	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PRGR_f1"	"PRGR_f1"	"PRGR_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PRGR"	"9606"	"ENTREZ"	"P06401"	"uniprot"	"Hsapiens"	38	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PROP1_f1"	"PROP1_f1"	"PROP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PROP1"	"9606"	"ENTREZ"	"O75360"	"uniprot"	"Hsapiens"	9.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PRRX1_f1"	"PRRX1_f1"	"PRRX1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PRRX1"	"9606"	"ENTREZ"	"P54821"	"uniprot"	"Hsapiens"	4	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PRRX2_f1"	"PRRX2_f1"	"PRRX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PRRX2"	"9606"	"ENTREZ"	"Q99811"	"uniprot"	"Hsapiens"	59	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PTF1A_f1"	"PTF1A_f1"	"PTF1A_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PTF1A"	"9606"	"ENTREZ"	"Q7RTS3"	"uniprot"	"Hsapiens"	10	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PURA_f1"	"PURA_f1"	"PURA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PURA"	"9606"	"ENTREZ"	"Q00577"	"uniprot"	"Hsapiens"	13	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RARA_f1"	"RARA_f1"	"RARA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RARA"	"9606"	"ENTREZ"	"P10276"	"uniprot"	"Hsapiens"	57.9875768389947	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RARA_f2"	"RARA_f2"	"RARA_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RARA"	"9606"	"ENTREZ"	"P10276"	"uniprot"	"Hsapiens"	121	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RARB_f1"	"RARB_f1"	"RARB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RARB"	"9606"	"ENTREZ"	"P10826"	"uniprot"	"Hsapiens"	21.2665562913907	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RARG_do"	"RARG_do"	"RARG_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RARG"	"9606"	"ENTREZ"	"P13631"	"uniprot"	"Hsapiens"	24.0301724137931	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RARG_f1"	"RARG_f1"	"RARG_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RARG"	"9606"	"ENTREZ"	"P13631"	"uniprot"	"Hsapiens"	28.7676767676768	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RELB_si"	"RELB_si"	"RELB_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RELB"	"9606"	"ENTREZ"	"Q01201"	"uniprot"	"Hsapiens"	28.0127659574468	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-REL_do"	"REL_do"	"REL_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"REL"	"9606"	"ENTREZ"	"Q04864"	"uniprot"	"Hsapiens"	74.3465922278809	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-REST_f1"	"REST_f1"	"REST_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"REST"	"9606"	"ENTREZ"	"Q13127"	"uniprot"	"Hsapiens"	8492.47692774181	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RFX1_f1"	"RFX1_f1"	"RFX1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RFX1"	"9606"	"ENTREZ"	"P22670"	"uniprot"	"Hsapiens"	24	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RFX2_f1"	"RFX2_f1"	"RFX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RFX2"	"9606"	"ENTREZ"	"P48378"	"uniprot"	"Hsapiens"	13	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RFX3_f1"	"RFX3_f1"	"RFX3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RFX3"	"9606"	"ENTREZ"	"P48380"	"uniprot"	"Hsapiens"	654.662890840502	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RORA_f1"	"RORA_f1"	"RORA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RORA"	"9606"	"ENTREZ"	"P35398"	"uniprot"	"Hsapiens"	114.040504486641	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RORG_f1"	"RORG_f1"	"RORG_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RORG"	"9606"	"ENTREZ"	"P51449"	"uniprot"	"Hsapiens"	7	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RREB1_si"	"RREB1_si"	"RREB1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RREB1"	"9606"	"ENTREZ"	"Q92766"	"uniprot"	"Hsapiens"	26	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RUNX1_f1"	"RUNX1_f1"	"RUNX1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RUNX1"	"9606"	"ENTREZ"	"Q01196"	"uniprot"	"Hsapiens"	86.0000000000002	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RUNX2_f1"	"RUNX2_f1"	"RUNX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RUNX2"	"9606"	"ENTREZ"	"Q13950"	"uniprot"	"Hsapiens"	73.1895223420648	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RUNX3_si"	"RUNX3_si"	"RUNX3_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RUNX3"	"9606"	"ENTREZ"	"Q13761"	"uniprot"	"Hsapiens"	218.336355979654	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RXRA_f1"	"RXRA_f1"	"RXRA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RXRA"	"9606"	"ENTREZ"	"P19793"	"uniprot"	"Hsapiens"	2753.0859252861	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RXRB_f1"	"RXRB_f1"	"RXRB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RXRB"	"9606"	"ENTREZ"	"P28702"	"uniprot"	"Hsapiens"	26	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-RXRG_f1"	"RXRG_f1"	"RXRG_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"RXRG"	"9606"	"ENTREZ"	"P48443"	"uniprot"	"Hsapiens"	653.004128842671	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SMAD1_si"	"SMAD1_si"	"SMAD1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SMAD1"	"9606"	"ENTREZ"	"Q15797"	"uniprot"	"Hsapiens"	11.9393939393939	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SMAD2_si"	"SMAD2_si"	"SMAD2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SMAD2"	"9606"	"ENTREZ"	"Q15796"	"uniprot"	"Hsapiens"	18.1849710982659	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SMAD3_f1"	"SMAD3_f1"	"SMAD3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SMAD3"	"9606"	"ENTREZ"	"P84022"	"uniprot"	"Hsapiens"	73.0000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SMAD4_si"	"SMAD4_si"	"SMAD4_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SMAD4"	"9606"	"ENTREZ"	"Q13485"	"uniprot"	"Hsapiens"	77.8805394990368	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SMRC1_f1"	"SMRC1_f1"	"SMRC1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SMRC1"	"9606"	"ENTREZ"	"Q92922"	"uniprot"	"Hsapiens"	2116	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SNAI1_f1"	"SNAI1_f1"	"SNAI1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SNAI1"	"9606"	"ENTREZ"	"O95863"	"uniprot"	"Hsapiens"	5	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SNAI2_f1"	"SNAI2_f1"	"SNAI2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SNAI2"	"9606"	"ENTREZ"	"O43623"	"uniprot"	"Hsapiens"	6	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX10_si"	"SOX10_si"	"SOX10_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX10"	"9606"	"ENTREZ"	"P56693"	"uniprot"	"Hsapiens"	32.2985915492958	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX13_f1"	"SOX13_f1"	"SOX13_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX13"	"9606"	"ENTREZ"	"Q9UN79"	"uniprot"	"Hsapiens"	5.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX15_f1"	"SOX15_f1"	"SOX15_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX15"	"9606"	"ENTREZ"	"O60248"	"uniprot"	"Hsapiens"	8	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX17_f2"	"SOX17_f2"	"SOX17_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX17"	"9606"	"ENTREZ"	"Q9H6I2"	"uniprot"	"Hsapiens"	57.0302142474817	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX18_f1"	"SOX18_f1"	"SOX18_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX18"	"9606"	"ENTREZ"	"P35713"	"uniprot"	"Hsapiens"	8.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX2_f1"	"SOX2_f1"	"SOX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX2"	"9606"	"ENTREZ"	"P48431"	"uniprot"	"Hsapiens"	633.779845687532	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX4_f1"	"SOX4_f1"	"SOX4_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX4"	"9606"	"ENTREZ"	"Q06945"	"uniprot"	"Hsapiens"	8.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX5_f1"	"SOX5_f1"	"SOX5_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX5"	"9606"	"ENTREZ"	"P35711"	"uniprot"	"Hsapiens"	69.429659118883	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SOX9_f1"	"SOX9_f1"	"SOX9_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SOX9"	"9606"	"ENTREZ"	"P48436"	"uniprot"	"Hsapiens"	160.005716995814	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SP1_f1"	"SP1_f1"	"SP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SP1"	"9606"	"ENTREZ"	"P08047"	"uniprot"	"Hsapiens"	3488.65597245039	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SP1_f2"	"SP1_f2"	"SP1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SP1"	"9606"	"ENTREZ"	"P08047"	"uniprot"	"Hsapiens"	2933.22222320175	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SP2_si"	"SP2_si"	"SP2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SP2"	"9606"	"ENTREZ"	"Q02086"	"uniprot"	"Hsapiens"	30.9846625766871	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SP3_f1"	"SP3_f1"	"SP3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SP3"	"9606"	"ENTREZ"	"Q02447"	"uniprot"	"Hsapiens"	415.117397454029	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SP4_f1"	"SP4_f1"	"SP4_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SP4"	"9606"	"ENTREZ"	"Q02446"	"uniprot"	"Hsapiens"	22.9947643979058	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SPI1_si"	"SPI1_si"	"SPI1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SPI1"	"9606"	"ENTREZ"	"P17947"	"uniprot"	"Hsapiens"	3283.95915219248	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SPIB_f1"	"SPIB_f1"	"SPIB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SPIB"	"9606"	"ENTREZ"	"Q01892"	"uniprot"	"Hsapiens"	82.1184317193664	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SPZ1_f1"	"SPZ1_f1"	"SPZ1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SPZ1"	"9606"	"ENTREZ"	"Q9BXG8"	"uniprot"	"Hsapiens"	11	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SRBP1_f2"	"SRBP1_f2"	"SRBP1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SRBP1"	"9606"	"ENTREZ"	"P36956"	"uniprot"	"Hsapiens"	2169.70392814543	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SRBP2_f1"	"SRBP2_f1"	"SRBP2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SRBP2"	"9606"	"ENTREZ"	"Q12772"	"uniprot"	"Hsapiens"	2342.00000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SRF_do"	"SRF_do"	"SRF_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SRF"	"9606"	"ENTREZ"	"P11831"	"uniprot"	"Hsapiens"	2176	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SRY_f1"	"SRY_f1"	"SRY_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SRY"	"9606"	"ENTREZ"	"Q05066"	"uniprot"	"Hsapiens"	108	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STA5A_do"	"STA5A_do"	"STA5A_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STA5A"	"9606"	"ENTREZ"	"P42229"	"uniprot"	"Hsapiens"	203.709314227225	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STA5B_f1"	"STA5B_f1"	"STA5B_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STA5B"	"9606"	"ENTREZ"	"P51692"	"uniprot"	"Hsapiens"	83.830275229358	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STAT1_f2"	"STAT1_f2"	"STAT1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STAT1"	"9606"	"ENTREZ"	"P42224"	"uniprot"	"Hsapiens"	4079.19425662255	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STAT2_f1"	"STAT2_f1"	"STAT2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STAT2"	"9606"	"ENTREZ"	"P52630"	"uniprot"	"Hsapiens"	2025.54924762717	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STAT3_si"	"STAT3_si"	"STAT3_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STAT3"	"9606"	"ENTREZ"	"P40763"	"uniprot"	"Hsapiens"	657.418196978333	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STAT4_si"	"STAT4_si"	"STAT4_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STAT4"	"9606"	"ENTREZ"	"Q14765"	"uniprot"	"Hsapiens"	21	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STAT6_do"	"STAT6_do"	"STAT6_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STAT6"	"9606"	"ENTREZ"	"P42226"	"uniprot"	"Hsapiens"	103	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-STF1_f1"	"STF1_f1"	"STF1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"STF1"	"9606"	"ENTREZ"	"Q13285"	"uniprot"	"Hsapiens"	120	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-SUH_f1"	"SUH_f1"	"SUH_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"SUH"	"9606"	"ENTREZ"	"Q06330"	"uniprot"	"Hsapiens"	65.0000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TAL1_f1"	"TAL1_f1"	"TAL1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TAL1"	"9606"	"ENTREZ"	"P17542"	"uniprot"	"Hsapiens"	40.9264560272741	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TAL1_f2"	"TAL1_f2"	"TAL1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TAL1"	"9606"	"ENTREZ"	"P17542"	"uniprot"	"Hsapiens"	31.9227317756721	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TBP_f1"	"TBP_f1"	"TBP_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TBP"	"9606"	"ENTREZ"	"P20226"	"uniprot"	"Hsapiens"	101	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TBX2_f1"	"TBX2_f1"	"TBX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TBX2"	"9606"	"ENTREZ"	"Q13207"	"uniprot"	"Hsapiens"	8	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TBX3_f1"	"TBX3_f1"	"TBX3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TBX3"	"9606"	"ENTREZ"	"O15119"	"uniprot"	"Hsapiens"	8.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TBX5_si"	"TBX5_si"	"TBX5_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TBX5"	"9606"	"ENTREZ"	"Q99593"	"uniprot"	"Hsapiens"	37	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TCF7_f1"	"TCF7_f1"	"TCF7_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TCF7"	"9606"	"ENTREZ"	"P36402"	"uniprot"	"Hsapiens"	16	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TEAD1_f1"	"TEAD1_f1"	"TEAD1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TEAD1"	"9606"	"ENTREZ"	"P28347"	"uniprot"	"Hsapiens"	29.8264150943396	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TEAD3_si"	"TEAD3_si"	"TEAD3_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TEAD3"	"9606"	"ENTREZ"	"Q99594"	"uniprot"	"Hsapiens"	12	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TEAD4_f1"	"TEAD4_f1"	"TEAD4_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TEAD4"	"9606"	"ENTREZ"	"Q15561"	"uniprot"	"Hsapiens"	11.0924855491329	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TEF_f1"	"TEF_f1"	"TEF_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TEF"	"9606"	"ENTREZ"	"Q10587"	"uniprot"	"Hsapiens"	14	NA	NA	NA	"low- and high-throughput methods"	"23175603"
